50.00 6.3350542515 4.316 0.00 16.90 855.00 .
99.00 7.1831117017 6.51 1.00 5.80 . .
71.00 7.6324011266 5.072 0.00 16.00 1032.00 .
69.00 6.9546388649 6.4 1.00 13.60 1133.00 .
75.00 6.2245584293 6.408 1.00 9.30 . .
. 5.9712618398 5.4 1.00 6.60 . .
72.00 7.3078727808 6.328 1.00 7.60 . .
95.00 7.2370590261 7.131 1.00 7.20 . .
46.00 7.4181808227 3.75 1.00 7.50 883.00 20.00
. 4.1108738642 6.915 1.00 5.70 842.00 20.00
96.00 4.605170186 6.43 1.00 8.30 950.00 22.00
. 7.4483338609 . 0.00 11.70 . .
26.00 6.6385677892 3.81 0.00 13.70 . .
36.00 5.6489742382 . 1.00 27.60 911.00 .
75.00 8.0870254707 4.23 1.00 18.30 1035.00 .
84.00 5.8579331545 4.674 1.00 14.40 800.00 .
56.00 6.4536249989 . 1.00 12.50 . .
72.00 5.6312117818 . 1.00 12.60 900.00 20.00
58.00 6.2952660014 3.396 1.00 13.80 775.00 16.00
33.00 5.463831805 . 1.00 23.20 830.00 19.00
57.00 6.2595814641 4.14 1.00 10.60 1096.00 .
. 4.6151205168 . 1.00 15.10 875.00 22.00
44.00 6.864847778 3.75 1.00 16.50 994.00 25.00
. 7.288244401 2.668 0.00 11.80 . .
48.00 6.7165947735 4.06 0.00 15.60 990.00 22.00
35.00 6.3225652399 3.19 1.00 17.10 . .
59.00 5.9026333334 . 1.00 12.80 1076.00 25.00
68.00 5.9242557974 4.865 1.00 17.40 912.00 23.00
58.00 8.0140049948 4.06 0.00 23.10 . .
. 5.7203117766 4.38 1.00 12.10 . .
65.00 5.7525726388 5.6 1.00 19.00 890.00 21.00
23.00 5.5490760849 4.74 1.00 20.40 905.00 .
90.00 5.9454206086 5.22 1.00 13.30 1059.00 25.00
. 5.3033049081 4.65 1.00 72.40 853.00 21.00
73.00 6.1923624895 4.565 1.00 12.50 . .
66.00 8.1950576909 4.18 0.00 13.40 . .
59.00 7.404279118 6.526 1.00 5.90 . .
47.00 7.5368971296 3.776 0.00 17.00 1045.00 23.00
. 5.7838251823 4.564 1.00 13.90 . .
90.00 4.3694478525 2.9 1.00 15.10 807.00 20.00
46.00 7.5590382554 4.234 0.00 22.20 997.00 23.00
53.00 6.1569789856 . 0.00 23.40 948.00 22.00
69.00 5.8230458955 3.2 1.00 18.10 989.00 23.00
42.00 4.8978398 3.27 1.00 14.40 762.00 17.00
38.00 5.8550719222 . 1.00 19.00 947.00 21.00
66.00 6.9763480704 . 0.00 13.90 1019.00 23.00
47.00 6.3279367837 . 0.00 17.80 1017.00 22.00
59.00 4.9199809258 . 1.00 7.70 . .
62.00 6.3630281035 . 0.00 17.00 . .
88.00 7.1412451224 . 0.00 10.50 907.00 .
53.00 6.6720329455 4.238 1.00 14.90 804.00 19.00
38.00 6.7684932116 . 0.00 18.90 837.00 .
63.00 6.1737861039 3.94 1.00 16.30 . .
49.00 5.062595033 . 1.00 13.70 930.00 .
18.00 7.0917421151 2.37 1.00 12.60 766.00 .
32.00 6.6515718736 . 0.00 16.50 890.00 .
96.00 7.119635638 6 1.00 5.00 1220.00 28.00
39.00 6.4754327167 2.37 0.00 13.90 . .
70.00 7.7301747952 . 0.00 19.30 . .
36.00 5.6937321388 3.219 0.00 17.30 940.00 22.00
46.00 8.0176371599 . 0.00 19.70 844.00 .
26.00 5.7990926545 2.415 0.00 18.10 850.00 20.00
34.00 7.1212524532 . 0.00 19.00 . .
21.00 7.0570369817 . 0.00 19.80 909.00 .
75.00 5.1761497326 . 1.00 12.50 780.00 .
91.00 6.3350542515 4.081 1.00 9.20 1002.00 24.00
83.00 6.5820251389 5.49 1.00 17.80 1026.00 24.00
21.00 6.3885614055 . 1.00 15.70 850.00 19.00
53.00 6.6528630294 . 0.00 17.50 . .
67.00 5.2257466737 . 1.00 13.10 1119.00 27.00
27.00 5.4161004022 2.814 1.00 10.90 . .
31.00 4.8441870865 3.35 1.00 13.20 951.00 .
48.00 6.5875500148 . 0.00 19.00 709.00 17.00
58.00 5.1059454739 . 1.00 13.20 . .
65.00 6.09356977 5.565 1.00 12.50 1002.00 23.00
54.00 5.2040066871 . 1.00 16.80 878.00 21.00
63.00 8.1077200619 3.6 0.00 14.70 1086.00 .
45.00 7.3689704022 2.94 0.00 20.00 841.00 21.00
52.00 4.6913478822 . 1.00 7.60 1013.00 23.00
40.00 7.1936858184 2.973 0.00 19.20 868.00 .
52.00 6.7202201551 2.739 0.00 21.40 811.00 19.00
56.00 5.1984970313 3.744 1.00 19.00 1048.00 24.00
55.00 5.9558373695 5 1.00 16.10 1005.00 23.00
. 4.6347289882 5.49 1.00 14.10 850.00 19.00
. 6.0591231956 . 1.00 16.80 . 20.00
54.00 7.3944931072 3.038 0.00 11.80 978.00 .
. 7.0639039615 . 1.00 23.30 955.00 23.00
31.00 6.2146080984 . 0.00 15.80 850.00 .
58.00 5.0434251169 . 1.00 13.10 795.00 22.00
78.00 5.6524891803 3.797 1.00 8.80 1019.00 24.00
67.00 5.9939614273 3.66 1.00 13.50 . 24.00
74.00 5.1179938124 3.676 1.00 11.00 . 21.00
67.00 5.6167710977 4.39 1.00 12.70 1060.00 25.00
64.00 5.9480349892 4.323 1.00 12.20 1070.00 25.00
87.00 5.7930136084 2.65 1.00 12.50 . 23.00
77.00 6.7322107065 4.57 1.00 15.00 1030.00 25.00
47.00 5.4889377262 3.1 1.00 23.60 949.00 22.00
32.00 5.4510384536 3.36 1.00 12.60 . 20.00
83.00 6.0684255882 4.618 1.00 9.50 1244.00 29.00
65.00 8.1435174058 . 0.00 19.20 . .
. 4.8441870865 3.4 1.00 17.20 . 21.00
70.00 6.2672005485 . 1.00 14.20 . 23.00
77.00 6.3750248198 3.56 1.00 13.80 1110.00 25.00
69.00 4.5325994932 3.64 1.00 12.30 . 20.00
56.00 5.4764635519 3.678 1.00 13.00 . 22.00
64.00 5.0689042022 3.555 1.00 11.30 . .
21.00 4.5538768916 3.65 1.00 13.60 . 21.00
68.00 5.9026333334 3.075 1.00 14.90 . 22.00
70.00 5.7037824747 4.98 1.00 15.80 . .
70.00 5.6204008657 4.02 1.00 14.10 . 22.00
77.00 7.5245612263 2.93 0.00 16.30 . 23.00
45.00 4.9199809258 3.62 1.00 16.50 910.00 22.00
62.00 8.0900957832 . 0.00 13.10 . .
78.00 5.257495372 . 1.00 17.40 . 22.00
67.00 5.843544417 3.61 1.00 12.40 1035.00 24.00
51.00 4.8121843554 3.64 1.00 12.00 . 19.00
40.00 4.9416424226 3.11 1.00 13.30 . .
25.00 7.5432733467 . 0.00 17.00 899.00 21.00
55.00 5.062595033 3.235 1.00 9.40 1011.00 24.00
33.00 7.0361484938 . 0.00 16.50 . 21.00
44.00 6.0591231956 . 0.00 12.10 842.00 21.00
58.00 5.9532433343 2.82 1.00 14.80 . 23.00
45.00 7.1981835771 . 0.00 13.50 980.00 23.00
71.00 6.2085900261 3.244 1.00 12.70 . 25.00
56.00 4.8441870865 . 1.00 9.10 . 21.00
71.00 4.7095302013 . 1.00 9.70 . .
51.00 5.0498560072 . 1.00 14.30 . 21.00
85.00 6.9669671386 . 1.00 14.40 1120.00 25.00
80.00 5.0751738152 . 1.00 17.50 . .
41.00 7.0184017991 . 1.00 13.40 . .
75.00 5.2257466737 . 1.00 12.10 . 23.00
63.00 7.1123274447 4.932 1.00 16.10 1065.00 25.00
76.00 7.355641103 . 0.00 16.20 . 22.00
53.00 4.7273878187 3.45 1.00 10.60 . 22.00
60.00 5.2678581591 . 1.00 14.30 . 22.00
52.00 5.5683445038 . 1.00 15.60 1015.00 23.00
56.00 6.1696107325 . 1.00 12.30 1102.00 25.00
54.00 7.7865518064 . 0.00 21.00 . 22.00
21.00 6.4473058625 . 0.00 15.10 . 17.00
18.00 6.6554403504 . 0.00 15.60 . 18.00
83.00 6.154858094 4.09 1.00 12.90 1151.00 28.00
56.00 4.9199809258 . 1.00 10.60 . 22.00
80.00 4.7957905456 . 1.00 15.90 870.00 18.00
79.00 5.6559918108 4.062 1.00 12.70 1100.00 25.00
77.00 5.6021188209 3.97 1.00 10.70 . .
61.00 5.9788857649 4.52 1.00 14.30 . 20.00
65.00 6.7661917147 . 1.00 6.20 1011.00 24.00
59.00 5.1761497326 3.75 1.00 10.80 . 21.00
52.00 4.7791234931 3.74 1.00 17.70 . 21.00
75.00 6.1224928095 . 1.00 11.40 1052.00 24.00
56.00 5.3181199938 4.1 1.00 11.60 940.00 23.00
71.00 5.6312117818 . 1.00 18.30 . 17.00
76.00 5.730099783 . 1.00 16.40 1039.00 25.00
74.00 5.170483995 4.345 1.00 13.10 992.00 22.00
56.00 7.7819732344 . 0.00 17.30 . 22.00
92.00 7.5506612431 . 1.00 6.80 1270.00 29.00
54.00 5.9610053396 . 1.00 14.60 . .
90.00 4.8598124044 5.344 1.00 9.60 1044.00 .
80.00 5.6937321388 4.14 1.00 16.30 1024.00 23.00
. 5.2781146592 . 1.00 12.30 . 21.00
77.00 5.3844950628 . 1.00 12.20 . 19.00
81.00 4.9487598904 . 1.00 12.90 . .
44.00 7.6769371458 3.256 0.00 14.90 . 22.00
43.00 6.9017372067 3.598 0.00 16.50 . 21.00
75.00 5.5947113796 . 1.00 11.60 . 23.00
55.00 5.6869753563 4.624 1.00 13.70 . 20.00
28.00 5.7589017739 4.11 1.00 21.90 . .
90.00 6.8265452236 6.38 1.00 5.30 . .
81.00 8.6490982623 4.574 0.00 17.40 1139.00 27.00
34.00 7.9047039139 5.088 0.00 10.00 . 21.00
55.00 7.3543623304 3.193 0.00 17.20 . 22.00
85.00 6.3062752869 4.2 1.00 12.70 . .
59.00 6.047372179 3.52 1.00 12.10 885.00 21.00
51.00 8.2555686533 . 0.00 17.70 895.00 21.00
. 5.5872486584 3 1.00 14.60 943.00 22.00
83.00 6.551080335 4.65 1.00 10.90 1028.00 25.00
82.00 6.2045577626 5.02 1.00 11.10 . .
78.00 5.6131281064 4.056 1.00 10.60 1120.00 25.00
77.00 6.5424719605 4.34 1.00 15.80 1036.00 .
60.00 5.6383546693 4.04 1.00 12.50 1013.00 22.00
72.00 5.3981627015 3.73 1.00 9.90 1006.00 .
64.00 5.1179938124 3.818 1.00 15.30 . 21.00
64.00 5.7589017739 3.485 1.00 10.60 1040.00 24.00
47.00 4.8283137373 . 1.00 11.80 902.00 21.00
69.00 5.9610053396 . 1.00 11.10 919.00 21.00
. 5.1179938124 . 1.00 15.40 937.00 22.00
38.00 7.1639466843 3.192 0.00 22.00 813.00 18.00
68.00 8.6781208555 . 0.00 21.30 996.00 24.00
24.00 6.4232469635 . 0.00 13.80 . .
41.00 7.4465850992 . 0.00 16.00 . .
25.00 7.74109909 . 0.00 10.40 816.00 19.00
23.00 6.5834092222 . 0.00 14.70 802.00 .
33.00 6.8101424501 . 0.00 18.20 . .
33.00 6.8875525717 . 0.00 14.40 . .
33.00 6.8145428973 . 0.00 16.70 . .
64.00 5.4764635519 3.85 1.00 11.80 950.00 22.00
61.00 5.4722706737 . 1.00 10.40 867.00 .
34.00 5.9026333334 3.782 1.00 39.80 863.00 21.00
62.00 5.6167710977 2.984 1.00 11.50 . .
67.00 8.6782911118 . 0.00 18.20 998.00 24.00
. . . 0.00 . 890.00 22.00
97.00 5.9427993751 4.206 1.00 13.60 1210.00 30.00
48.00 4.4426512565 . 1.00 12.50 860.00 21.00
67.00 5.4161004022 . 1.00 14.80 917.00 22.00
. 5.170483995 . 1.00 10.60 . .
75.00 4.4773368145 4.13 1.00 10.20 814.00 20.00
98.00 5.9738096119 4.514 1.00 9.90 1026.00 25.00
. 3.5835189385 . 1.00 4.90 . .
98.00 6.0799331951 4 1.00 14.20 1092.00 25.00
65.00 5.6204008657 . 1.00 12.80 911.00 21.00
97.00 7.5527620842 . 1.00 13.10 1220.00 .
95.00 6.2538288116 3.26 1.00 14.20 . .
72.00 5.5451774445 4.195 1.00 9.90 . .
40.00 8.0542048971 . 0.00 16.60 825.00 20.00
65.00 5.3278761688 4.1 1.00 11.00 . 23.00
48.00 5.2983173665 3.363 1.00 11.60 . 23.00
56.00 4.8040210447 3.58 1.00 8.80 . 22.00
44.00 6.6920837425 . 0.00 18.10 . .
49.00 5.1474944768 . 1.00 25.00 . 20.00
58.00 6.7007311095 . 0.00 23.20 . 21.00
50.00 6.7487595475 3.144 0.00 19.30 . 20.00
54.00 7.9490914998 . 0.00 18.50 . .
68.00 4.9972122738 3.25 1.00 12.40 . 21.00
48.00 4.5325994932 3.75 1.00 9.80 . 22.00
46.00 5.463831805 3.245 1.00 14.50 . .
52.00 4.3174881135 . 1.00 11.80 . 21.00
53.00 4.189654742 . 1.00 8.20 . .
36.00 4.8441870865 . 1.00 16.10 843.00 22.00
53.00 4.6913478822 3.41 1.00 10.00 . 22.00
57.00 8.2109397334 . 0.00 13.70 . 23.00
53.00 6.3279367837 3.21 0.00 13.80 . .
32.00 6.797940413 . 0.00 20.40 . 21.00
49.00 5.4161004022 . 1.00 15.40 . 22.00
58.00 5.4026773819 3.85 1.00 14.10 . .
31.00 5.6664266881 2.48 1.00 19.40 . .
. 5.6347896032 2.764 1.00 12.10 989.00 23.00
84.00 5.730099783 2.95 1.00 13.10 989.00 23.00
57.00 6.120297419 2.835 1.00 13.20 979.00 22.00
56.00 4.5951198501 . 1.00 10.10 . .
49.00 5.6970934865 3.07 1.00 17.70 . .
89.00 4.5747109785 . 1.00 10.60 . 20.00
74.00 5.6629604801 4.27 1.00 11.40 1109.00 27.00
63.00 5.9864520053 . 1.00 13.00 890.00 21.00
39.00 7.8018004019 3.196 0.00 19.80 . 19.00
55.00 5.6559918108 3.95 1.00 13.30 . 22.00
19.00 6.0497334552 2.682 0.00 15.00 . .
62.00 5.1647859739 4.15 1.00 11.30 860.00 22.00
. 5.9454206086 3.55 1.00 19.30 . 18.00
52.00 7.1701195434 . 0.00 19.90 . 20.00
52.00 7.0817085861 3.11 0.00 20.20 . 22.00
61.00 5.1298987149 . 1.00 13.40 . .
70.00 5.4971682253 4.45 1.00 12.10 1096.00 26.00
64.00 5.1761497326 . 1.00 14.10 830.00 20.00
52.00 7.8917046593 . 0.00 12.20 . 25.00
31.00 7.5082387747 . 0.00 11.10 . 21.00
66.00 5.3844950628 3.892 1.00 10.50 964.00 23.00
45.00 7.6410842492 3.149 0.00 19.10 . .
52.00 7.4277388405 . 0.00 17.70 . .
66.00 5.3471075307 3.49 1.00 11.30 1060.00 25.00
61.00 6.4785096422 . 1.00 14.10 . 20.00
36.00 6.9957661563 . 0.00 21.80 . 19.00
58.00 7.5496091652 1.306 0.00 24.60 . .
59.00 5.3565862747 . 1.00 10.50 . .
45.00 7.329749689 2.325 0.00 20.00 . 22.00
37.00 8.0323601479 2.98 0.00 15.90 997.00 23.00
35.00 6.2146080984 . 0.00 18.10 . .
19.00 7.3138868316 3.123 0.00 17.90 947.00 21.00
53.00 6.5778613577 5.87 1.00 11.70 1050.00 25.00
34.00 7.329749689 2.31 0.00 21.10 . 19.00
21.00 7.5175208506 . 0.00 20.60 . 20.00
33.00 7.1929342212 2.216 0.00 29.50 . 20.00
73.00 5.1416635565 . 1.00 16.10 . .
29.00 7.7393592027 2.23 0.00 24.30 . 19.00
35.00 6.1944053911 . 0.00 19.60 . 17.00
74.00 7.1090621357 5.95 1.00 9.10 . .
30.00 7.8875840317 . 0.00 22.70 . 19.00
49.00 6.5439118456 . 1.00 14.40 890.00 21.00
33.00 7.4448332739 2.716 0.00 15.90 . 17.00
69.00 5.3936275464 . 1.00 14.70 . .
100.00 6.0354814325 5.3 1.00 8.40 1324.00 25.00
82.00 4.4067192473 . 1.00 11.70 . .
88.00 6.1964441278 . 1.00 13.80 . .
80.00 6.2422232655 6.2 1.00 16.80 1000.00 .
94.00 6.0088131854 6.985 1.00 16.80 . .
82.00 6.4614681764 5.51 1.00 17.50 . .
38.00 6.5680779114 . 1.00 10.20 . .
90.00 7.6750818577 6.96 1.00 16.60 . .
72.00 8.2453844681 6.81 1.00 11.90 1150.00 26.00
46.00 5.0172798368 6.25 1.00 10.20 . .
84.00 6.6066501862 6.75 1.00 9.80 . .
79.00 6.1246833909 4.2 1.00 10.50 . .
86.00 4.8283137373 . 1.00 11.30 890.00 .
95.00 6.4907235345 . 1.00 11.30 1200.00 .
58.00 5.6454468976 5.45 1.00 8.70 810.00 .
70.00 5.2983173665 . 1.00 17.30 980.00 .
62.00 6.1984787165 7.782 1.00 18.00 1020.00 .
. 5.7651911028 . 1.00 12.30 782.00 .
66.00 5.6419070709 4.07 1.00 14.20 992.00 .
100.00 7.3815018945 6.41 1.00 9.90 . .
. 5.1416635565 . 1.00 9.10 800.00 .
58.00 4.4067192473 5.3 1.00 27.80 846.00 .
53.00 6.9966814882 4.164 0.00 16.10 951.00 .
94.00 6.9828627515 5.975 1.00 10.10 1381.00 31.00
51.00 6.9697906699 3.991 0.00 17.10 923.00 .
57.00 6.3578422665 4.03 0.00 14.70 891.00 .
. 6.3733197896 3.366 0.00 21.20 911.00 .
57.00 5.4806389233 4.33 0.00 14.20 897.00 .
45.00 7.1959372265 3.514 0.00 21.00 802.00 .
65.00 6.7153833863 3.788 0.00 15.70 880.00 .
40.00 6.2971093199 3.9 0.00 21.00 832.00 .
84.00 6.2653012127 5.7 1.00 9.00 1120.00 27.00
77.00 6.6783421147 . 1.00 13.50 . .
. 5.3844950628 5.624 1.00 27.70 814.00 .
46.00 7.8308229951 7.425 1.00 12.90 998.00 23.00
67.00 4.8283137373 6.48 1.00 8.90 764.00 20.00
84.00 4.9628446303 . 1.00 10.30 881.00 .
79.00 5.6869753563 . 1.00 8.90 940.00 24.00
90.00 6.4488893941 . 1.00 10.30 . .
56.00 6.9137373507 . 0.00 15.00 905.00 .
76.00 6.2519038832 4.3 1.00 12.80 900.00 .
97.00 6.3716118472 . 1.00 13.00 1010.00 .
60.00 5.8749307309 . 1.00 13.30 854.00 .
92.00 7.0942348459 5.968 1.00 10.30 . .
68.00 8.2469580326 3.897 0.00 16.70 . .
41.00 6.6846117277 . 0.00 14.50 895.00 .
91.00 6.3613024776 5.995 1.00 10.60 1230.00 .
59.00 6.013715156 . 1.00 15.40 837.00 .
71.00 6.0330862218 5.97 1.00 13.20 1080.00 24.00
74.00 5.081404365 . 1.00 9.60 853.00 .
99.00 6.2653012127 5.79 1.00 9.00 . .
82.00 6.5250296578 5.37 1.00 15.20 1200.00 28.00
62.00 5.7333412769 5.475 1.00 11.40 1111.00 .
84.00 4.8828019226 5.62 1.00 8.20 1171.00 .
64.00 6.1136821798 . 1.00 15.40 850.00 .
52.00 3.5553480615 . 1.00 12.10 880.00 .
17.00 6.0088131854 4.075 0.00 22.00 741.00 .
75.00 5.1761497326 . 1.00 11.50 970.00 .
63.00 4.6151205168 3.45 1.00 13.90 . .
. 5.9427993751 . 0.00 16.30 763.00 18.00
54.00 6.8145428973 4.39 0.00 17.80 902.00 .
77.00 5.5134287462 6.174 1.00 9.20 1111.00 .
72.00 5.170483995 . 1.00 14.40 994.00 24.00
90.00 6.8145428973 6.74 1.00 3.30 1292.00 30.00
80.00 6.6039438246 . 1.00 14.70 1070.00 .
29.00 7.2137683081 . 0.00 18.20 871.00 .
